"ID","Incident Date","City","State","School name","Latitude","Longitude","School Type","Intent","Outcome","Number Killed","Number Wounded","Narrative","Source 1","URL 1","Source 2","URL 2","Source 3","URL 3","Created","Last Modified"
"1","2013-01-07","Fort Myers","FL","Apostolic Revival Center Christian School","26.64019","-81.834511","","Attack on others","Death","1","0","An unidentified person fatally shot another man, 27, in the school parking lot. Police did not immediately identify the person and did not make any arrests.","NBC-2","http://bit.ly/1k3p1sx","","","","","2024-02-05T18:55:21.000Z","2024-03-20T18:47:13.000Z"
"2","2013-01-10","Taft","CA","Taft Union High School","35.1463","-119.4604","","Attack on others","Injury","0","2","A sixteen-year-old opened fire on his classmates, hitting and injuring another 16-year-old student. A teacher in the classroom persuaded the shooter to put down the firearm and surrender to police. Police believe the gun belonged to his brother.","Huffington Post","https://bit.ly/2uMkAMU","","","","","2024-02-05T18:55:21.000Z","2024-02-05T19:12:37.000Z"
"3","2013-01-15","Hazard","KY","Hazard Community and Technical College","37.234897","-83.175644","","Attack on others","Death","3","0","A 21 year-old used a semi-automatic pistol he had purchased earlier in the day to shoot and kill his former girlfriend, 20, her uncle, 53, and her 12-year-old cousin in the school parking lot. The man turned himself in to police later that afternoon.","WKYT","https://bit.ly/1tSr4Nc","","","","","2024-02-05T18:55:21.000Z","2024-03-20T18:49:52.000Z"
"4","2013-01-15","St. Louis","MO","Stevens-The Institute of Business & Arts","38.632917","-90.201157","","Attack on others","Injury","0","1","A 34-year-old shot and injured a man, 45, in his office with a 9mm handgun. The shooter then shot himself in the stomach when fleeing the scene, which was believed to have been unintentional. The shooting followed an argument that had occurred between the two the day before. According to police, the handgun used in the shooting had been stolen during a burglary.","St. Louis Post-Dispatch","http://bit.ly/1cuVS2u","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"5","2013-01-16","Chicago","IL","Chicago State University","41.718446","-87.609384","","Attack on others","Death","1","0","A twenty-nine-year-old and a 32-year-old shot and killed a 17-year-old student outside of the basketball gym. It started with a brawl inside of the gym after the basketball game between players of both teams. Law enforcement apprehended one of the shooters near the school and charged him with first-degree murder.","Chicago Tribune","http://trib.in/1JocZmf","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"6","2013-01-22","Houston","TX","Lone Star College - North Harris","30.0048729043","-95.3805347133","","Attack on others","Injury","0","3","A twenty-two-year-old shot and injured three people. The shooter had had an argument with two of the victims prior to the shooting. Law enforcement arrested the shooter and charged him with aggravated assault with a deadly weapon.","Houston Chronicle","https://bit.ly/2uOCw9N","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"7","2013-01-24","Arlington","TX","Tarrant County College - Southeast Campus","32.6391595964","-97.0709542397","","Legal Intervention","Death","1","0","A felony theft suspect, 22, was pursued by police into the parking lot of a community college. After fighting with an officer and grabbing the officer’s stun gun, the suspect was shot multiple times. He died at the scene.  ","NBC DFW","https://bit.ly/2Mq4Xja","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"8","2013-01-31","Atlanta","GA","Price Middle School","33.7089","-84.3874","","Attack on others","Injury","0","1","An unidentified 15-year-old shot and wounded an eighth grade student in the school courtyard. A school safety officer then disarmed the 15-year-old. Atlanta Police said that the shooting was not random and that there had had been an argument prior to the shooting.","CBS","https://cbsn.ws/2BRsjwPht","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"9","2013-02-01","Atlanta","GA","Morehouse College","33.745982","-84.414917","","Attack on others","Injury","0","1","A man shot and injured another man in the arm; according to the shooter, the victim had taken aggressive steps toward him. On February 24, 2014, the shooter was convicted of aggravated assault with a deadly weapon and possession of a weapon on school property among other charges.","CBS","http://bit.ly/1NFBBLe","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"10","2013-02-01","Detroit","MI","Martin Luther King Jr Senior High School","42.342604","-83.016604","","Other","Death","1","1","An assistant girls basketball coach at Martin Luther King Jr. High School, 70. was walking two female students to their vehicles in the school paring lot when two armed teens ambushed them. The coach opened fire and fatally wounded a teen, 16, and shot and injured the other teen. Police took the coach into custody. ","M Live","https://bit.ly/2FKlaiY","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"11","2013-02-07","Fort Pierce","FL","Indian River State College","27.42416","-80.358682","","Other","Injury","0","1","Police were pursuing an armed person into a parking lot on the campus of Indian River State College. A bystander in the parking lot was injured when shots were fired. It is unclear who fired the shot that injured her.","TCPalm","http://archive.tcpalm.com/news/eight-months-later-still-no-way-of-knowing-who-shot-irsc-student--photo-gallery-ep-306483666-342334511.html/","WPBF","https://www.wpbf.com/article/shooting-victim-files-lawsuit-against-indian-river-state-college/1322956","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"12","2013-02-13","San Leandro","CA","Hillside Elementary School","37.7018","-122.1164","","Attack on others","Death","1","0","A twenty-year-old fatally shot an 18-year-old on the school's basketball court. This occurred after the victim did not pay the shooter $5 he had lost on a bet.","Patch","http://bit.ly/11uUGcQ","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"13","2013-02-27","Atlanta","GA","Henry W. Grady High School","33.7806","-84.3714","","Unintentional Discharge","Injury","0","1","A seventeen-year-old unintentionally shot herself in the thigh with a handgun in the courtyard of the high school. Law enforcement charged her with possession of a pistol by a minor and carrying a weapon within a school safety zone.","WABE NPR","https://bit.ly/2Jmbp96","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"15","2013-03-06","Highland","NY","Highland High School","41.7246","-74.012","","Unintentional Discharge","No one shot","0","0","A school resource officer unintentionally discharged his service weapon inside Highland High School. No one was injured.","USA Today","https://www.usatoday.com/story/news/nation/2013/03/07/guns-school-officer-shoots/1970017/","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"14","2013-03-06","Manchester","CT","Manchester Community College","41.761625","-72.561939","","Unintentional Discharge","Injury","0","1","Police responded to the Manchester Community College after reports of a gun on campus. While searching the campus, an officer's gun unintentionally discharged, injuring his foot. No one else was injured, and police did not locate anyone with a gun on campus. ","NBC Connecticut","https://www.nbcconnecticut.com/news/local/unconfirmed-report-of-person-with-gun-at-manchester-community-college/2023824/","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"16","2013-03-18","Orlando","FL","University of Central Florida","28.602159","-81.200889","","Other","Death","1","0","A thirty-year-old threatened to shoot his roommate in the residence they shared on campus. He held his roommate at gunpoint but eventually released him before fatally shooting himself.","CNN","https://cnn.it/2GUKEdP","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"17","2013-03-21","Southgate","MI","Davidson Middle School","42.1925","-83.1943","","Self-harm - no intent to hurt others","Death","1","0","A thirteen-year-old fatally shot himself in the school bathroom with a firearm he had brought from his home.","Michigan Live","https://bit.ly/2wCggQo","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"18","2013-04-12","Dublin","VA","New River Community College","37.105239","-80.69605","","Attack on others","Injury","0","2","An eighteen-year-old shot and injured two women in a classroom that was part of a satellite campus. He was charged with two counts of attempted murder.","Roanoke Times","http://bit.ly/1pfSD0W","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"19","2013-04-13","Elizabeth City","NC","Elizabeth City State University","36.277978","-76.214041","","Attack on others","Injury","0","1","An unidentified person shot and injured someone, 23, outside of a residence hall on campus. Police believed that the shooting was in retaliation for a fight that had occurred on campus earlier in the day. Law enforcement did not apprehend the person.","WXII","http://bit.ly/1YSCwuZ","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"20","2013-04-15","Grambling","LA","Grambling State University","32.523797","-92.713245","","Attack on others","Injury","0","3","A person unidentified by the press fired a gun on campus, injuring three students. Press reports and media did not provide further information regarding the identity of the person.","NOLA.com","http://bit.ly/1N6v5ga","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"22","2013-04-16","Temple","TX","Temple High School","31.1069","-97.3536","","Self-harm - no intent to hurt others","Death","1","0","A sophomore at Temple High School shot himself in the head on the school's tennis courts. He was taken to a hospital in critical condition but died of his injuries. No other students were injured, and the school was locked down in response. ","KTEM News Radio","https://bit.ly/2TfLTai","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"21","2013-04-16","Tuscaloosa","AL","Stillman College","33.200006","-87.585278","","Attack on others","Injury","0","1","A twenty-two year-old shot and injured an unidentified student in a residence hall after an argument. He was charged with attempted murder.","AL.com","http://bit.ly/1hgxFhH","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"23","2013-04-18","Cambridge","MA","Massachusetts Institute of Technology","42.359243","-71.093226","","Attack on others","Death","1","0","Three days after the Boston Marathon bombing, an officer at MIT, 27, was shot multiple times in his car on campus by one of the brothers involved — twice in the side of the head and once between the eyes. The victim died as a result of his injuries. ","ABC News","https://abcn.ws/2JXkzvU","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"24","2013-04-29","Cincinnati","OH","La Salle High School","39.189175","-84.586693","","Self-harm - no intent to hurt others","Injury","0","1","A seventeen-year-old tried to take his own life using a handgun in a classroom. Law enforcement reported that approximately 22 students witnessed the shooting. He was transported to a medical facility and survived.","USA Today","http://usat.ly/1Rj4Y4l","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"25","2013-04-30","Tularosa","NM","Tularosa Elementary School","33.07218","-106.013187","","Legal Intervention","Death","1","0","Tularosa police engaged in a gunfight on the school campus with a man, 19, after an officer recognized the man and confronted him, believing there was a warrant out for his arrest. The man had pulled out a rifle, causing the officer and sheriff’s deputies to open fire. The shooter was hit several times and died at the scene.","Albuquerque Journal","https://bit.ly/2sYN3Mf","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"26","2013-05-03","Hattiesburg","MS","University of Southern Mississippi","31.32661","-89.331236","","Unintentional Discharge","Injury","0","1","While sitting in his car in a campus parking lot, a student, 22, unintentionally fired his handgun, hitting himself in the thigh. He was treated at a local hospital for non-life threatening injuries. Campus security announced that, as a concealed carry permit holder, he was entitled to carry a gun on campus and would not be charged. ","WLOX","http://bit.ly/1Qqj859","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"27","2013-05-13","Birmingham","AL","Ossie Ware Mitchell Middle School","33.5658","-86.7173","","Other","No one shot","0","0","During an altercation between several female students on campus, a mother to one of the girls pointed a gun at a group of people and then fired it into the ground. She was later arrested and charged with reckless endangerment and certain person forbidden to possess firearms.","WRBC","https://bit.ly/2t917lw","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"28","2013-05-24","Homestead","FL","Redland Middle School","25.5373","-80.4518","","Unintentional Discharge","Injury","0","1","A student brought a gun to school in his book bag which discharged, according to witnesses, when the bag was dropped. A student, 12, was hit in the leg. He was airlifted to Miami Children's Hospital with non-life threatening injuries, and the school was placed on temporary lockdown. ","NBC Miami","https://bit.ly/2LG25RK","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"29","2013-06-07","Santa Monica","CA","Santa Monica College","34.017022","-118.469765","","Attack on others","Death","3","0","A 23-year-old fatally shot his father, 55, and brother, 25, at their home, and set the building on fire. He then shot and injured a passing motorist, carjacked another motorist, and ordered her to drive to campus. While in the car, he shot at a bus and into a neighborhood. On campus, he shot a man, his daughter, 26, and a woman, 68, before responding police fatally shot him.","USA Today","http://usat.ly/1FLOWOT","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"30","2013-06-18","Charlotte","NC","Hidden Valley Elementary School","35.268321","-80.784439","","Other","Death","1","1","A shootout occurred at Hidden Valley Elementary School between two individuals and an undercover officer. The individuals, both 17, sold drugs to an informant and undercover police officer in the parking lot of the school. As the informant and officer walked away, the teenagers opened fire and hit the informant in the shoulder. The officer returned fire and shot one of the individuals, who later died at the hospital from a head injury.","Fox 8","https://bit.ly/2MpqwAg","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"31","2013-06-19","West Palm Beach","FL","Alexander W. Dreyfoos School of the Arts","26.709238","-80.059481","","Attack on others","Death","2","0","A fifty-three-year-old school custodian fatally shot two other school custodians inside the school's maintenance room. After the shooting the shooter fled to an unidentifed location outside of the U.S., according to press; he was sentenced to life in prison in 2017.","Palm Beach Post","http://bit.ly/1Vrm3ik","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"32","2013-08-15","Clarksville","TN","Northwest High School","36.574602","-87.433617","","Attack on others","Death","1","0","An unknown person(s) fatally shot a man, 38, in the school parking lot. In 2015, law enforcement arrested two men in connection with the shooting; however, their role in the incident is not clear. A third man was also arrested, but it is still unclear if all 3 were involved and if so, who was the shooter.","WKRN","http://bit.ly/1KYy3g9","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"33","2013-08-20","Decatur","GA","Ronald E McNair Discover Learning Academy Elementary School","33.72728","-84.306811","","Attack on others","No one shot","0","0","A twenty-year-old fired an AK-47 while inside an elementary school, but did not physically injure anyone. The school bookkeeper convinced the shooter to surrender and was successful in detaining him until law enforcement arrived. He was arrested and was ultimately sentenced to 20 years in prison.","AJC.com","http://on-ajc.com/1wnTZMw","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"34","2013-08-22","Memphis","TN","Westside Elementary School","35.216892","-90.037272","","Unintentional Discharge","No one shot","0","0","A five-year-old student brought a gun to school in his backpack. The firearm discharged in the school cafeteria but no one was injured. The child's parents were charged with reckless endangerment, a felony.","NBC","http://nbcnews.to/12nJb7c","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"35","2013-08-23","Chula Vista","CA","Southwestern College","32.640281","-116.996803","","Unintentional Discharge","No one shot","0","0","A man, 52, unintentionally fired his service weapon in the police headquarters at Southwestern College. No one was injured. ","San Diego Union-Tribune","https://www.sandiegouniontribune.com/news/education/sdut-southwestern-college-police-weapon-2014jan09-story.html","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"36","2013-08-23","Sardis","MS","North Panola High School","34.442642","-89.925285","","Attack on others","Death","1","2","A fifteen-year-old was shot and killed when gunfire erupted during a dispute on campus after a football game. Two others were wounded. Three people were arrested and charged with murder. The charges were brought to a grand jury, which did not issue any murder charges but indicted four people for possessing a handgun and displaying it in a threatening manner on school property. One of the four was also charged with aggravated assault for shooting at an occupied vehicle.","WREG 3","https://bit.ly/2MdojY0","https://bit.ly/2LAaq5q","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"37","2013-08-26","York","SC","York Comprehensive High School","35.01426","-81.226249","","Unintentional Discharge","No one shot","0","0","A school resource officer at York Comprehensive High School had his service weapon holstered when it unintentionally discharged on the grounds of the school.","WRHI","http://www.wrhi.com/2013/08/resource-officers-weapon-accidentally-discharges-82487","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"38","2013-08-30","Winston Salem","NC","Carver High School","36.1346","-80.2079","","Attack on others","Injury","0","1","An eighteen-year-old fired a handgun during a school fire drill, injuring a 15-year-old. The shooter claimed that he had been bullied for months and brought a gun to school protect himself. He pled guilty to assault with a deadly weapon and discharging a firearm on school property, among other charges.","Fox 8","http://bit.ly/1A2lNYG","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"39","2013-09-21","Savannah","GA","Savannah State University","32.024781","-81.063377","","Attack on others","Death","1","0","An unknown person fatally shot a man, 20, on campus. Law enforcement did not make any arrests.","Savannah Now","https://bit.ly/2GJK0fW","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"40","2013-09-28","Gray","ME","Gray-New Gloucester High School","43.903129","-70.349056","","Self-harm - no intent to hurt others","Death","1","0","A nineteen-year-old fatally shot himself in the school parking lot while several athletic events were taking place.","Sun Journal","https://bit.ly/2qclnkJ","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"41","2013-10-04","Pine Hills","FL","Agape Christian Academy","28.6478144661","-81.2540500405","","Attack on others","Injury","0","2","An unidentified 16-year-old student was shot in the leg while getting ready for practice. Another unidentified 17-year-old was hit by a stray bullet. The shooting is believed to have occurred due to a previous altercation.","WFTV","https://at.wftv.com/2IyK7LG","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"42","2013-10-15","Austin","TX","Lanier High School","30.360598","-97.708042","","Self-harm - no intent to hurt others","Death","1","0","A sixteen-year-old fatally shot himself with a handgun in the courtyard during the school lunch hour.","Fox News","http://bit.ly/1j5goxm","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"43","2013-10-21","Sparks","NV","Sparks Middle School","39.551923","-119.768564","","Attack on others","Death","1","2","A twelve-year-old fatally shot his math teacher and shot and injured two other students before fatally shooting himself on a school basketball court. He used a gun that belonged to his parents.","CNN","http://cnn.it/19OnhNg","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"44","2013-10-23","Chino","CA","Newman Elementary School","34.027","-117.715","","Unintentional Discharge","Injury","0","3","While police were on campus for a safety demonstration, a child unintentionally fired an officer's rifle that was mounted on a police motorbike. Three students sustained shrapnel injuries, though nobody was shot.","NBC Los Angeles","https://bit.ly/2Oqlwwq","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"45","2013-11-01","Algona","IA","Algona High/Middle School","43.063584","-94.223945","","Self-harm - no intent to hurt others","Death","1","0","A twenty-three-year-old fatally shot himself on campus. He was formerly a student at the school.","Global Gazette","http://bit.ly/1hiXbCy","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"46","2013-11-02","Greensboro","NC","North Carolina A&T State University","36.07282","-79.773375","","Attack on others","Injury","0","1","At least one unknown person fired a handgun, injuring someone, 21, on campus. Police did not identify or arrest anyone.","USA Today","https://usat.ly/2GHLLOo","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"47","2013-11-03","Stone Mountain","GA","Stephenson High School","33.7746","-84.1248","","Attack on others","Injury","0","1","An unknown assailant shot and injured a 17-year-old high school football player on campus during a confrontation between a group of students who did not attend the school and members of the school's football team. Law enforcement stated that the victim was a bystander to the confrontation.","WSB-TV","http://bit.ly/1RkiOn9","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"48","2013-11-21","Rapid City","SD","South Dakota School of Mines and Technology","44.075439","-103.205753","","Self-harm - no intent to hurt others","Death","1","0","A thirty-seven-year-old assistant professor fatally shot himself in the electrical engineering building.","Rapid City Journal","http://bit.ly/11FRICf","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"49","2013-12-04","Winter Garden","FL","West Orange High School","28.5405","-81.5685","","Attack on others","Injury","0","1","A seventeen-year-old shot and injured a15-year-old on campus during the afternoon dismissal. The two were involved in an argument when the shooter took out a handgun and shot the victim in the face and stomach. In 2014, the shooter was convicted of attempted murder and sentenced to 25 years in prison.","News 6","https://bit.ly/2EphFtl","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"50","2013-12-13","Centennial","CO","Arapahoe High School","39.5817","-104.9628","","Attack on others","Death","1","0","An eighteen-year-old shot and killed a 17-year-old student in the gymnasium. The shooter then fatally shot himself.","CBS","http://cbsn.ws/1QPmtIJ","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"51","2013-12-19","Fresno","CA","Edison High School","36.719861","-119.8058","","Attack on others","Injury","0","1","Four students, one armed with a handgun, shot and injured a teacher at the school during an attempted robbery of a school laptop.","ABC 30 Action News","https://abc30.tv/2HdYdCC","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"52","2014-01-09","Jackson","TN","Liberty Technology Magnet High School","35.675003","-88.759316","","Attack on others","Injury","0","1","A 16-year old student, not identified by the press, shot and injured an unidentified 17-year-old student in the thigh in front of the school building as classes were being dismissed. The 16-year-old was charged with aggravated assault, carrying a weapon on school property, and altering the serial numbers on the handgun.","WMC Action News Five","http://bit.ly/1YUehN4","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"53","2014-01-14","Roswell","NM","Berrendo Middle School","33.473623","-104.511395","","Attack on others","Injury","0","3","A twelve-year-old shot and injured two students in the school gym. A security officer received minor injuries when helping a teacher to disarm the shooter. The firearm the shooter used belonged to his parents. He was sentenced to ten years in state custody.","CNN","https://cnn.it/2qaQqhD","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"54","2014-01-15","Lancaster","PA","King Elementary School","40.034019","-76.29986","","Unknown","No one shot","0","0","Two unidentified males fired shots on the playground, leading school administrators to place the school on lockdown. Law enforcement did not make any arrests.","Lancaster Online","http://bit.ly/LzdfUR","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"55","2014-01-17","Philadelphia","PA","Delaware Valley Charter High School","40.0331341661","-75.1446264068","","Unintentional Discharge","Injury","0","2","A seventeen-year-old bought a gun from a 19-year-old in the school gym. Several minutes after completing the purchase, the gun discharged, hitting and injuring a student, 17, and an 18-year-old female, not identified by the press. The shooter was charged with aggravated assault and weapons possession is currently serving a two-year term in a juvenile facility. Investigators reported that they believed the shooting to be unintentional.","CBS News","http://cbsloc.al/1bvCEJc","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"56","2014-01-20","Chester","PA","Widener University","39.861689","-75.355363","","Attack on others","Injury","0","1","An unidentified person shot someone, 19, after a basketball game. Law enforcement did not apprehend the person.","Delco Times","http://bit.ly/1mMfoIv","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"57","2014-01-21","West Lafayette","IN","Purdue University-Main Campus","40.428206","-86.914435","","Attack on others","Death","1","0","A twenty-three-year-old shot someone, 21, in an academic building. The shooter was arrested immediately after leaving the building following the shooting. The shooter pled guilty to murder and was sentenced to 65 years in prison.","NBC News","http://nbcnews.to/1sFud2E","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"58","2014-01-24","Orangeburg","SC","South Carolina State University","33.497968","-80.848722","","Attack on others","Death","1","0","A nineteen-year-old fatally shot a 20-year-old outside a campus dormitory during an argument. He was charged with first-degree murder.","ABC News","http://bit.ly/1KVRlU8","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"59","2014-01-27","Carbondale","IL","Rebound - Carbondale Community High School","37.725705","-89.187866","","Attack on others","Injury","0","1","A group of students became involved in a lunchtime argument in the school parking lot, during which one of the students, 18, pulled out a handgun and shot someone in the stomach. The victim, who was the father of one of the students at the school, sustained serious injuries. The shooter was later arrested and sentenced to 25 years in prison for aggravated battery with a firearm.","14 News","https://bit.ly/2HOcJ2V","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"62","2014-01-28","Nashville","TN","Tennessee State University","36.166321","-86.828275","","Attack on others","Injury","0","1","Police found an unidentified 20-year-old man shot and injured on campus next to a residence hall after an intramural basketball game. Law enforcement did not apprehend anyone.","Huffington Post","https://bit.ly/2GDpj9g","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"60","2014-01-28","Honolulu","HI","President Theodore Roosevelt High School","21.310443","-157.837222","","Legal Intervention","Injury","0","1","A 17-year old male showed up to school to register, despite not being a current student. When three police officers arrived to pick him up after reports he’d become disorderly, the teen started throwing punches and slashing an officer with a kitchen knife. One officer fired two shots, hitting the teen in the arm. He was taken to the hospital in a serious condition. Police announced he would be charged with three counts of attempted murder.","Washington Times","https://bit.ly/2l900Pa","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"61","2014-01-28","Grambling","LA","Grambling State University","32.523797","-92.713245","","Attack on others","Injury","0","1","An unknown assailant fired a gun on campus injuring an unidentified man in the shoulder. Law enforcement did not apprehend the assailant. The victim's identity was not released to the press.","The Gramblinite","http://bit.ly/1j9qOvR","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"63","2014-01-30","Palm Bay","FL","Eastern Florida State College - Palm Bay ","27.9940452015","-80.6286057747","","Other","Injury","0","1","Three men engaged in a fight on campus. During the fight, a man, 24, used a gun to shoot one of the other men in the chest. All three men later claimed they were acting in self-defense. Police charged them with disorderly conduct and one of the men, additionally, with aggravated battery. No charges were brought against the shooter for firing the weapon.","USA Today","https://usat.ly/2l7llbE","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"64","2014-01-31","Laveen","AZ","Cesar Chavez High School","33.3757","-112.1463","","Attack on others","No one shot","0","0","A twenty-year-old, a 23-year-old, a 20-year-old, and a 17-year-old were arrested for misconduct involving weapons after a shooting incident on campus. According to police, the four fired shots into the air on campus during a high school basketball game. It was not determined if they were charged with assault.","AZ Central","https://bit.ly/2GDYge3","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"65","2014-01-31","Des Moines","IA","North High School","41.617456","-93.622922","","Attack on others","Injury","0","1","An unknown assailant shot and injured a 15-year-old girl in the parking lot of the school. Law enforcement did not make any arrests.","KCCI","http://bit.ly/1O8HcIl","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"66","2014-02-07","Bend","OR","Bend Senior High School","44.052413","-121.295177","","Self-harm - no intent to hurt others","Death","1","0","A seventeen-year-old fatally shot himself in a classroom with his own hunting rifle.","The Bend Bulletin","http://bit.ly/1P93f2i","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"67","2014-02-10","Salisbury","NC","Salisbury High School","35.6644","-80.4847","","Attack on others","Injury","0","1","A sixteen-year-old, was trying to break up a fight when he was shot and injured by a seventeen-year-old. The shooter was charged, among other things, with assault with a deadly weapon and discharging a weapon on school property.","WBTV","https://bit.ly/MHNjr8","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"69","2014-02-11","Jackson","TN","Union University","35.676896","-88.858524","","Attack on others","Death","1","0","A 21-year-old fatally shot his fiancée while they were sitting in his vehicle in a parking lot on campus. Law enforcement determined that the man had stolen the gun from a friend, and charged him with first-degree murder.","The Jackson Sun","https://bit.ly/2EvG94b","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"68","2014-02-11","Lyndhurst","OH","Brush High School","41.522291","-81.505321","","Attack on others","No one shot","0","0","Two 17-year-old boys were arrested for firing shots at each other in the school's parking lot outside of a basketball game. No one was injured.","Cleveland.com","http://bit.ly/1nuMsFL","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"70","2014-02-20","Kansas City","MO","Raytown Success Academy","39.033883","-94.463657","","Attack on others","Death","1","0","A forty-two-year-old man fatally shot a 30-year-old man when the victim was in his car in the parking lot outside of the school. The shooter was angry that the victim was dating his ex-wife. Law enforcement arrested the shooter at the school and charged him with first-degree murder. He was later found guilty of second-degree murder and armed criminal action in 2015.","KCTV","https://bit.ly/NxjIRw","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
"71","2014-02-22","Augusta","GA","Georgia Regents University","33.4692457735","-81.985430223","","Legal Intervention","Injury","0","1","Campus police responded to a late-night noise complaint in a dormitory complex. As people fled the scene, a man entered a vehicle and tried to strike an officer, who opened fire in response. The man was taken to a nearby hospital and treated for non-life threatening injuries.","CBS 46","https://bit.ly/2t7qtQH","","","","","2024-03-20T18:49:14.000Z","2024-03-20T18:49:52.000Z"
